variant,instance_id,repetition,size,power_pressure_class,ga_rpd,variant_rpd,rpd_improvement_over_ga,outcome,ga_reached_0_1pct,variant_reached_0_1pct,ga_time_to_0_1pct_s,variant_time_to_0_1pct_s,ga_evaluations_to_0_1pct,variant_evaluations_to_0_1pct,ga_reached_1pct,variant_reached_1pct,ga_time_to_1pct_s,variant_time_to_1pct_s,ga_evaluations_to_1pct,variant_evaluations_to_1pct
BRKGA-R-LS,n0020_i02,1,20,low,0.0,0.0,0.0,tie,True,True,0.0003955999854952097,0.00018860003910958767,1.0,1.0,True,True,0.0003955999854952097,0.00018860003910958767,1.0,1.0
BRKGA-R-LS,n0020_i02,2,20,low,0.0,0.0,0.0,tie,True,True,0.0004059000057168305,0.0001894999877549708,1.0,1.0,True,True,0.0004059000057168305,0.0001894999877549708,1.0,1.0
BRKGA-R-LS,n0020_i02,3,20,low,0.0,0.0,0.0,tie,True,True,0.00040989997796714306,0.00025749998167157173,1.0,1.0,True,True,0.00040989997796714306,0.00025749998167157173,1.0,1.0
BRKGA-R-LS,n0020_i02,4,20,low,0.0,0.0,0.0,tie,True,True,0.00040259998058900237,0.00019219995010644197,1.0,1.0,True,True,0.00040259998058900237,0.00019219995010644197,1.0,1.0
BRKGA-R-LS,n0020_i02,5,20,low,0.0,0.0,0.0,tie,True,True,0.00040259992238134146,0.00018880004063248634,1.0,1.0,True,True,0.00040259992238134146,0.00018880004063248634,1.0,1.0
BRKGA-R-LS,n0020_i03,1,20,high,0.4040594951425392,0.05925689553161294,0.34480259961092624,variant_win,False,True,,18.362944299937226,,298888.0,True,True,0.10911130008753389,0.14192369999364018,2231.0,3005.0
BRKGA-R-LS,n0020_i03,2,20,high,2.494897733511993,0.037436020507836364,2.4574617130041565,variant_win,False,True,,23.471713999984786,,402297.0,False,True,,0.14902309991884977,,3298.0
BRKGA-R-LS,n0020_i03,3,20,high,0.390029173488333,0.15427800545887335,0.23575116802945964,variant_win,False,False,,,,,True,True,4.486870200023986,0.10828729998320341,91796.0,2433.0
BRKGA-R-LS,n0020_i03,4,20,high,0.47028806255568184,0.1267113727392742,0.34357668981640765,variant_win,False,False,,,,,True,True,0.19088420004118234,0.9866857000160962,3719.0,19824.0
BRKGA-R-LS,n0020_i03,5,20,high,0.30575500634910335,0.037436020507836364,0.268318985841267,variant_win,False,True,,25.075412700069137,,414314.0,True,True,0.11915250006131828,5.9911065000342205,2310.0,43947.0
BRKGA-R-LS,n0020_i04,1,20,high,0.19838416885325133,0.10882367206889886,0.08956049678435248,variant_win,False,False,,,,,True,True,0.026471500052139163,0.13304490002337843,567.0,3045.0
BRKGA-R-LS,n0020_i04,2,20,high,0.24667685230218017,0.19693188398273972,0.04974496831944045,variant_win,False,False,,,,,True,True,0.060288900043815374,0.06685449997894466,1322.0,1564.0
BRKGA-R-LS,n0020_i04,3,20,high,0.36612349415261763,0.10882367206889886,0.25729982208371877,variant_win,False,False,,,,,True,True,0.06749209994450212,0.08667170000262558,1408.0,1979.0
BRKGA-R-LS,n0020_i04,4,20,high,0.3931347914404509,0.10466180513829516,0.28847298630215573,variant_win,False,False,,,,,True,True,0.04920130001846701,0.06432829995173961,1089.0,1508.0
BRKGA-R-LS,n0020_i04,5,20,high,0.4212719973065645,0.10882367206889886,0.31244832523766564,variant_win,False,False,,,,,True,True,0.04354879993479699,0.28587540006265044,911.0,6533.0
BRKGA-R-LS,n0020_i05,1,20,medium,0.32421284496772396,0.32563437624834507,-0.0014215312806211133,ga_win,False,False,,,,,True,True,0.14170589996501803,0.14083530008792877,2726.0,2935.0
BRKGA-R-LS,n0020_i05,2,20,medium,0.6937645976531449,0.086180485390204,0.607584112262941,variant_win,False,True,,133.46708790003322,,2458578.0,True,True,0.07341810001526028,0.15408130001742393,1414.0,3149.0
BRKGA-R-LS,n0020_i05,3,20,medium,0.22925415913472427,0.0,0.22925415913472427,variant_win,False,True,,10.66678420000244,,130357.0,True,True,0.328131299931556,0.5664618998998776,6184.0,11324.0
BRKGA-R-LS,n0020_i05,4,20,medium,0.5749229593489509,0.08427819072908573,0.49064476861986517,variant_win,False,True,,36.97412099991925,,613171.0,True,True,0.47782050003297627,0.09266399999614805,8713.0,1904.0
BRKGA-R-LS,n0020_i05,5,20,medium,0.5749229593489509,0.0,0.5749229593489509,variant_win,False,True,,42.46885810000822,,737782.0,True,True,0.32186220004223287,0.1837028000736609,6168.0,3830.0
BRKGA-R-LS,n0020_i06,1,20,low,0.28235165841074333,0.16221177373507403,0.1201398846756693,variant_win,False,False,,,,,True,True,0.0620718999998644,0.1707019000314176,1180.0,3463.0
BRKGA-R-LS,n0020_i06,2,20,low,0.28879805388257646,0.1714421698659046,0.11735588401667185,variant_win,False,False,,,,,True,True,0.10104989993851632,0.1649386000353843,1896.0,3354.0
BRKGA-R-LS,n0020_i06,3,20,low,0.192028355977948,0.16221177373507403,0.02981658224287398,variant_win,False,False,,,,,True,True,0.12582949991337955,0.4817555999616161,2139.0,9494.0
BRKGA-R-LS,n0020_i06,4,20,low,0.4720183375966871,0.18568725866402797,0.28633107893265913,variant_win,False,False,,,,,True,True,0.14296279998961836,0.21164800005499274,2683.0,4310.0
BRKGA-R-LS,n0020_i06,5,20,low,0.3162671024769797,0.23562054643965638,0.08064655603732332,variant_win,False,False,,,,,True,True,0.1954808000009507,0.42189480003435165,3637.0,8341.0
BRKGA-R-LS,n0050_i01,1,50,medium,0.20260875893446456,0.236072666992859,-0.03346390805839444,ga_win,False,False,,,,,True,True,0.1263598999939859,0.8004334999714047,1016.0,6844.0
BRKGA-R-LS,n0050_i01,2,50,medium,0.20620340566041143,0.3587635974951634,-0.15256019183475197,ga_win,False,False,,,,,True,True,0.11522420006804168,0.8283097000094131,919.0,7054.0
BRKGA-R-LS,n0050_i01,3,50,medium,0.23345362644596457,0.24520815162192103,-0.01175452517595646,ga_win,False,False,,,,,True,True,0.21797849994618446,0.9009360000491142,1742.0,7638.0
BRKGA-R-LS,n0050_i01,4,50,medium,0.28304462821622195,0.2433580287717293,0.039686599444492654,variant_win,False,False,,,,,True,True,0.12965309992432594,4.6453837000299245,1045.0,7299.0
BRKGA-R-LS,n0050_i01,5,50,medium,0.16843668363224304,0.3473715535891189,-0.17893486995687588,ga_win,False,False,,,,,True,True,0.1483655000338331,0.8247202999191359,1188.0,7013.0
BRKGA-R-LS,n0050_i02,1,50,high,0.2961456892745159,0.3529628670675097,-0.05681717779299378,ga_win,False,False,,,,,True,True,0.18133539997506887,0.6872558000031859,1641.0,6801.0
BRKGA-R-LS,n0050_i02,2,50,high,0.633361853644888,0.24541319369183248,0.3879486599530555,variant_win,False,False,,,,,True,True,0.3471828999463469,0.6887468999484554,3167.0,6801.0
BRKGA-R-LS,n0050_i02,3,50,high,0.7147765459633807,0.1999355968316539,0.5148409491317267,variant_win,False,False,,,,,True,True,0.13519109995104373,0.6877800000365824,1229.0,6801.0
BRKGA-R-LS,n0050_i02,4,50,high,0.2896019412264886,0.2903551116662064,-0.0007531704397178429,ga_win,False,False,,,,,True,True,0.41379549994599074,0.6809550999896601,3773.0,6801.0
BRKGA-R-LS,n0050_i02,5,50,high,0.35150579323354947,0.4083318528824449,-0.05682605964889542,ga_win,False,False,,,,,True,True,0.39317739999387413,0.6852331000845879,3582.0,6801.0
BRKGA-R-LS,n0050_i03,1,50,medium,0.31743065201748794,0.3975137220148913,-0.08008306999740339,ga_win,False,False,,,,,True,True,0.12766009999904782,0.8745896000182256,1014.0,7238.0
BRKGA-R-LS,n0050_i03,2,50,medium,0.2792181567873436,0.4634927768983647,-0.18427462011102114,ga_win,False,False,,,,,True,True,0.18630159995518625,1.0070854000514373,1454.0,8370.0
BRKGA-R-LS,n0050_i03,3,50,medium,0.2808926049068686,0.45452538773329687,-0.17363278282642824,ga_win,False,False,,,,,True,True,0.10415129992179573,0.8432914998847991,814.0,7007.0
BRKGA-R-LS,n0050_i03,4,50,medium,0.29393820491288586,0.5006110961451756,-0.20667289123228977,ga_win,False,False,,,,,True,True,0.1345051999669522,0.837926400010474,1046.0,6971.0
BRKGA-R-LS,n0050_i03,5,50,medium,0.3713420594141053,0.33554066738818883,0.03580139202591648,variant_win,False,False,,,,,True,True,0.3651895000366494,0.73986720002722,2853.0,6176.0
BRKGA-R-LS,n0050_i04,1,50,low,0.12494354575645887,0.17419438415753094,-0.04925083840107207,ga_win,False,False,,,,,True,True,0.42619819997344166,1.8008192999986932,2850.0,12678.0
BRKGA-R-LS,n0050_i04,2,50,low,0.0780970821518096,0.28382486599885504,-0.20572778384704543,ga_win,True,False,4.01213450008072,,25381.0,,True,True,0.22071900009177625,3.780434799962677,1452.0,25956.0
BRKGA-R-LS,n0050_i04,3,50,low,0.05790354301760798,0.09102840506092462,-0.03312486204331664,ga_win,True,True,1.6841476999688894,65.26708639995195,10871.0,389286.0,True,True,0.22062729997560382,2.832223500008695,1451.0,19751.0
BRKGA-R-LS,n0050_i04,4,50,low,0.11158734281019313,0.12510290297316426,-0.013515560162971132,ga_win,False,False,,,,,True,True,0.33514669991564006,2.2160642000380903,2215.0,15545.0
BRKGA-R-LS,n0050_i04,5,50,low,0.3000416943214194,0.03470948139251368,0.26533221292890574,variant_win,False,True,,19.750358299934305,,105173.0,True,True,0.3076375999953598,2.2270446999464184,2074.0,15879.0
BRKGA-R-LS,n0050_i05,1,50,high,0.5308175539954496,0.24090867885086265,0.28990887514458696,variant_win,False,False,,,,,True,True,0.34112969995476305,1.6015736000845209,3026.0,15321.0
BRKGA-R-LS,n0050_i05,2,50,high,0.31517943556039324,0.5237046833885173,-0.20852524782812404,ga_win,False,False,,,,,True,True,0.34881510003469884,1.5972784000914544,3078.0,15257.0
BRKGA-R-LS,n0050_i05,3,50,high,0.3878366836786577,0.40364635511877356,-0.015809671440115858,ga_win,False,False,,,,,True,True,0.32204130000900477,4.977088400046341,2871.0,16326.0
BRKGA-R-LS,n0050_i05,4,50,high,0.564754151274664,0.45196986608770695,0.11278428518695705,variant_win,False,False,,,,,True,True,0.6263702999567613,5.564546999987215,5545.0,15763.0
BRKGA-R-LS,n0050_i05,5,50,high,0.19505369345786516,0.40803484183654104,-0.21298114837867588,ga_win,False,False,,,,,True,True,0.4081342000281438,1.6062418000074103,3632.0,15329.0
BRKGA-R-LS,n0050_i06,1,50,low,0.2837036208042052,0.17706108298236725,0.10664253782183794,variant_win,False,False,,,,,True,True,0.9414553000824526,1.9163722000084817,6607.0,14714.0
BRKGA-R-LS,n0050_i06,2,50,low,0.166542881603076,0.2893578945294794,-0.1228150129264034,ga_win,False,False,,,,,True,True,0.4014916999731213,1.7287678000284359,2911.0,13295.0
BRKGA-R-LS,n0050_i06,3,50,low,0.47344350076295055,0.22640636563617692,0.24703713512677364,variant_win,False,False,,,,,True,True,0.6811067999806255,1.6200072999345139,4791.0,12560.0
BRKGA-R-LS,n0050_i06,4,50,low,0.28545456452326673,0.15105616465205274,0.134398399871214,variant_win,False,False,,,,,True,True,1.1464720000512898,2.173458300065249,8091.0,16330.0
BRKGA-R-LS,n0050_i06,5,50,low,0.19999035452057312,0.19776627006939324,0.0022240844511798863,variant_win,False,False,,,,,True,True,0.15749499993398786,1.7438614000566304,1111.0,13384.0
BRKGA-R-LS,n0100_i01,1,100,medium,0.2069433968677152,0.23047141786693945,-0.02352802099922424,ga_win,False,False,,,,,True,True,0.3987718999851495,3.643118300009519,1613.0,15728.0
BRKGA-R-LS,n0100_i01,2,100,medium,0.4135225806329366,0.24564321959100285,0.16787936104193377,variant_win,False,False,,,,,True,True,0.32190039998386055,3.7432993999682367,1283.0,15728.0
BRKGA-R-LS,n0100_i01,3,100,medium,0.28926889402650885,0.2853757251347419,0.0038931688917669405,variant_win,False,False,,,,,True,True,0.33224459993653,3.7006706999382004,1315.0,15728.0
BRKGA-R-LS,n0100_i01,4,100,medium,0.10818584425912736,0.30935872401223236,-0.201172879753105,ga_win,False,False,,,,,True,True,0.33114420005586,3.7009542000014335,1311.0,15728.0
BRKGA-R-LS,n0100_i01,5,100,medium,0.1616606479373105,0.4500044168898657,-0.2883437689525552,ga_win,False,False,,,,,True,True,0.3442957999650389,3.693032200098969,1379.0,15728.0
BRKGA-R-LS,n0100_i02,1,100,high,0.1679874481268887,0.4925931009685136,-0.3246056528416249,ga_win,False,False,,,,,True,True,0.5605668999487534,5.747789500048384,2891.0,31527.0
BRKGA-R-LS,n0100_i02,2,100,high,0.0,0.3252577329143976,-0.3252577329143976,ga_win,True,False,36.75662890006788,,168973.0,,True,True,1.2821291000582278,5.276579499943182,6674.0,29076.0
BRKGA-R-LS,n0100_i02,3,100,high,0.1351847182685418,0.47364432369589404,-0.3384596054273522,ga_win,False,False,,,,,True,True,1.9850032000103965,5.969758499995805,10377.0,32647.0
BRKGA-R-LS,n0100_i02,4,100,high,0.2710730063160553,0.49685553582271297,-0.22578252950665767,ga_win,False,False,,,,,True,True,1.6588297999696806,11.377052899915725,8647.0,47032.0
BRKGA-R-LS,n0100_i02,5,100,high,0.1591247353388252,0.466298927682583,-0.3071741923437578,ga_win,False,False,,,,,True,True,1.6621538000181317,5.217780900071375,8597.0,28809.0
BRKGA-R-LS,n0100_i03,1,100,high,0.3918280772722979,0.6361984591328026,-0.2443703818605047,ga_win,False,False,,,,,True,True,1.6929415999911726,13.504429999971762,6809.0,41385.0
BRKGA-R-LS,n0100_i03,2,100,high,0.23561088924262835,0.4231076483381194,-0.18749675909549107,ga_win,False,False,,,,,True,True,1.4277735999785364,9.63492069998756,5757.0,41237.0
BRKGA-R-LS,n0100_i03,3,100,high,0.5342019394261085,0.36100277404953535,0.17319916537657315,variant_win,False,False,,,,,True,True,1.321073399973102,9.709625100018457,5428.0,41767.0
BRKGA-R-LS,n0100_i03,4,100,high,0.33822762527565775,0.4088092139140528,-0.07058158863839503,ga_win,False,False,,,,,True,True,0.8771649999544024,13.829930099891499,3451.0,40886.0
BRKGA-R-LS,n0100_i03,5,100,high,0.18559729303272768,0.40213671915230526,-0.21653942611957758,ga_win,False,False,,,,,True,True,1.1266089000273496,13.82303289999254,4623.0,41372.0
BRKGA-R-LS,n0100_i04,1,100,low,0.07117287652667027,0.1814024530028343,-0.11022957647616403,ga_win,True,False,35.037072099978104,,98355.0,,True,True,0.0018368000164628029,0.0007729000644758344,1.0,1.0
BRKGA-R-LS,n0100_i04,2,100,low,0.030342482714210996,0.26742663950822626,-0.23708415679401526,ga_win,True,False,7.434952899930067,,40506.0,,True,True,0.0010984999826177955,0.00044710002839565277,1.0,1.0
BRKGA-R-LS,n0100_i04,3,100,low,0.10656829813295489,0.17211811327906365,-0.06554981514610876,ga_win,False,False,,,,,True,True,0.0018328999867662787,0.0007687000324949622,1.0,1.0
BRKGA-R-LS,n0100_i04,4,100,low,0.11004616950528699,0.20994796785676567,-0.09990179835147868,ga_win,False,False,,,,,True,True,0.0018315999768674374,0.0007733999518677592,1.0,1.0
BRKGA-R-LS,n0100_i04,5,100,low,0.06240921361888527,0.14925602451833067,-0.0868468108994454,ga_win,True,False,82.7038073000731,,253513.0,,True,True,0.002053300035186112,0.0007645000005140901,1.0,1.0
BRKGA-R-LS,n0100_i05,1,100,medium,0.047525975659311465,0.3404253291440069,-0.2928993534846954,ga_win,True,False,38.51554259995464,,137626.0,,True,True,0.40833979996386915,4.5833101000171155,1624.0,19507.0
BRKGA-R-LS,n0100_i05,2,100,medium,0.15946157935363586,0.30614307664179774,-0.14668149728816188,ga_win,False,False,,,,,True,True,0.47062069992534816,4.61019140004646,1921.0,19507.0
BRKGA-R-LS,n0100_i05,3,100,medium,0.08451472165260195,0.38418200611815095,-0.299667284465549,ga_win,True,False,43.5375729999505,,277679.0,,True,True,0.27437959995586425,4.545440300018527,1871.0,19507.0
BRKGA-R-LS,n0100_i05,4,100,medium,0.16087290441636068,0.3784393982467973,-0.2175664938304366,ga_win,False,False,,,,,True,True,0.612517699948512,4.5157970999134704,2399.0,19507.0
BRKGA-R-LS,n0100_i05,5,100,medium,0.10204337029641163,0.42097391182326316,-0.3189305415268515,ga_win,False,False,,,,,True,True,0.3506184999132529,8.002873199991882,1424.0,19507.0
BRKGA-R-LS,n0100_i06,1,100,low,0.15747402907343142,0.2746672542688419,-0.1171932251954105,ga_win,False,False,,,,,True,True,0.5182201999705285,5.875872500007972,1720.0,35717.0
BRKGA-R-LS,n0100_i06,2,100,low,0.11493595122407894,0.32314726474649225,-0.2082113135224133,ga_win,False,False,,,,,True,True,0.16354119998868555,5.982482700026594,916.0,35717.0
BRKGA-R-LS,n0100_i06,3,100,low,0.049879908591916704,0.2800095732344174,-0.23012966464250068,ga_win,True,False,44.62846330006141,,131790.0,,True,True,0.4775496000656858,13.933949499973096,1569.0,35717.0
BRKGA-R-LS,n0100_i06,4,100,low,0.1141977960076365,0.40338621793666257,-0.28918842192902605,ga_win,False,False,,,,,True,True,0.3745312000392005,10.208707900019363,1239.0,35717.0
BRKGA-R-LS,n0100_i06,5,100,low,0.17322616728311774,0.3412922630011973,-0.16806609571807957,ga_win,False,False,,,,,True,True,0.1808892999542877,11.639641500078142,1013.0,35717.0
BRKGA-R-LS,n0200_i01,1,200,medium,0.11694904026489537,0.30392973904443205,-0.18698069877953666,ga_win,False,False,,,,,True,True,0.003728399984538555,0.0014233000110834837,1.0,1.0
BRKGA-R-LS,n0200_i01,2,200,medium,0.13067222666466435,0.39633008999657704,-0.26565786333191266,ga_win,False,False,,,,,True,True,0.003612400032579899,0.0015498000429943204,1.0,1.0
BRKGA-R-LS,n0200_i01,3,200,medium,0.08565122753018799,0.3540083200169718,-0.2683570924867838,ga_win,True,False,112.47840809996706,,212138.0,,True,True,0.003945400007069111,0.0008114000083878636,1.0,1.0
BRKGA-R-LS,n0200_i01,4,200,medium,0.1572934761217873,0.3740581805124702,-0.2167647043906829,ga_win,False,False,,,,,True,True,0.0035914999898523092,0.0015650000423192978,1.0,1.0
BRKGA-R-LS,n0200_i01,5,200,medium,0.13188996637873293,0.3037806842642238,-0.17189071788549085,ga_win,False,False,,,,,True,True,0.003641999908722937,0.0014532998902723193,1.0,1.0
BRKGA-R-LS,n0200_i02,1,200,high,0.20457815484338443,0.4039460332196809,-0.1993678783762965,ga_win,False,False,,,,,True,True,1.1353976000100374,34.52287349989638,2682.0,75472.0
BRKGA-R-LS,n0200_i02,2,200,high,0.1718070735107027,0.3973371208448253,-0.2255300473341226,ga_win,False,False,,,,,True,True,1.9957848999183625,30.714914099895395,4654.0,75472.0
BRKGA-R-LS,n0200_i02,3,200,high,0.40256233859994134,0.5033018535181149,-0.10073951491817351,ga_win,False,False,,,,,True,True,2.195116800023243,31.202003599959426,5164.0,75472.0
BRKGA-R-LS,n0200_i02,4,200,high,0.2529932384174655,0.4049115591252423,-0.15191832070777678,ga_win,False,False,,,,,True,True,1.805577400024049,34.77453910000622,4308.0,75472.0
BRKGA-R-LS,n0200_i02,5,200,high,0.19103677265538388,0.40785529765483447,-0.2168185249994506,ga_win,False,False,,,,,True,True,1.0569962000008672,34.71916300000157,4118.0,75472.0
BRKGA-R-LS,n0200_i03,1,200,low,0.1028812746685959,0.38081751439125866,-0.2779362397226628,ga_win,False,False,,,,,True,True,0.0036712000146508217,0.0015316000208258629,1.0,1.0
BRKGA-R-LS,n0200_i03,2,200,low,0.06749846451597043,0.3590643805512622,-0.2915659160352918,ga_win,True,False,109.36385500000324,,169795.0,,True,True,0.00377059995662421,0.0020659000147134066,1.0,1.0
BRKGA-R-LS,n0200_i03,3,200,low,0.09839460264837983,0.36114197609040516,-0.2627473734420253,ga_win,True,False,145.01327919994947,,221056.0,,True,True,0.0038563000271096826,0.0015376999508589506,1.0,1.0
BRKGA-R-LS,n0200_i03,4,200,low,0.13693817798706767,0.3561103983662226,-0.21917222037915493,ga_win,False,False,,,,,True,True,0.004135799943469465,0.0016459999606013298,1.0,1.0
BRKGA-R-LS,n0200_i03,5,200,low,0.20210376217657422,0.3537525430609271,-0.1516487808843529,ga_win,False,False,,,,,True,True,0.0037516000447794795,0.0015377999516204,1.0,1.0
BRKGA-R-LS,n0200_i04,1,200,low,0.27025094077512457,0.5489225816422557,-0.27867164086713114,ga_win,False,False,,,,,True,True,0.0038302000612020493,0.0016750999493524432,1.0,1.0
BRKGA-R-LS,n0200_i04,2,200,low,0.2857452605445924,0.5453303936258952,-0.25958513308130277,ga_win,False,False,,,,,True,True,0.004404000006616116,0.0015969000523909926,1.0,1.0
BRKGA-R-LS,n0200_i04,3,200,low,0.3265655311226439,0.5441585774564868,-0.21759304633384285,ga_win,False,False,,,,,True,True,0.004293399979360402,0.0016923999646678567,1.0,1.0
BRKGA-R-LS,n0200_i04,4,200,low,0.19246233029903215,0.5590070476008794,-0.36654471730184723,ga_win,False,False,,,,,True,True,0.00423289998434484,0.001612899941392243,1.0,1.0
BRKGA-R-LS,n0200_i04,5,200,low,0.07403249115258921,0.5814004890001748,-0.5073679978475856,ga_win,True,False,119.98311210004613,,159667.0,,True,True,0.0038955999771133065,0.0015993000706657767,1.0,1.0
BRKGA-R-LS,n0200_i05,1,200,high,0.11054510680689314,0.40982946786881,-0.2992843610619169,ga_win,False,False,,,,,True,True,1.8284679000498727,31.388440700015053,4139.0,65587.0
BRKGA-R-LS,n0200_i05,2,200,high,0.08466377070061228,0.4322268148964911,-0.34756304419587886,ga_win,True,False,137.85554050002247,,303971.0,,True,True,2.784014999982901,31.267548299976625,2921.0,65587.0
BRKGA-R-LS,n0200_i05,3,200,high,0.3403123736797796,0.41799465834036736,-0.07768228466058774,ga_win,False,False,,,,,True,True,5.949922199943103,28.206752100028098,4718.0,65587.0
BRKGA-R-LS,n0200_i05,4,200,high,0.3351711520684158,0.5098333486422073,-0.1746621965737915,ga_win,False,False,,,,,True,True,2.3931287999730557,30.850068099913187,5568.0,65587.0
BRKGA-R-LS,n0200_i05,5,200,high,0.10275863659108533,0.4513439267640232,-0.3485852901729378,ga_win,False,False,,,,,True,True,1.989258800051175,31.57972489995882,4565.0,65587.0
BRKGA-R-LS,n0200_i06,1,200,medium,0.3239184868025936,0.48242648861583687,-0.15850800181324326,ga_win,False,False,,,,,True,True,1.2560762000503018,34.94299599993974,2819.0,73854.0
BRKGA-R-LS,n0200_i06,2,200,medium,0.22352789965519967,0.45258761317880875,-0.22905971352360907,ga_win,False,False,,,,,True,True,1.9733397999079898,35.018609300022945,4384.0,73854.0
BRKGA-R-LS,n0200_i06,3,200,medium,0.1414983978384449,0.5032937390939095,-0.36179534125546464,ga_win,False,False,,,,,True,True,1.2217161000007764,35.262881500064395,2663.0,73854.0
BRKGA-R-LS,n0200_i06,4,200,medium,0.2996909381635626,0.5451388735800882,-0.24544793541652554,ga_win,False,False,,,,,True,True,1.8343682000413537,35.78325890004635,4112.0,73854.0
BRKGA-R-LS,n0200_i06,5,200,medium,0.2874839929367944,0.3420054552549625,-0.054521462318168123,ga_win,False,False,,,,,True,True,1.5547209000214934,21.028486100025475,3524.0,73854.0
BRKGA-R-LS,n0500_i01,1,500,low,0.15792049049012383,0.5031543801960582,-0.3452338897059344,ga_win,False,False,,,,,True,True,0.006118000019341707,0.0023299999302253127,1.0,1.0
BRKGA-R-LS,n0500_i01,2,500,low,0.16842658550284464,0.5029213648113363,-0.3344947793084917,ga_win,False,False,,,,,True,True,0.005738500040024519,0.002217100001871586,1.0,1.0
BRKGA-R-LS,n0500_i01,3,500,low,0.1426153408722582,0.5029213648113363,-0.3603060239390781,ga_win,False,False,,,,,True,True,0.005950899911113083,0.002286700066179037,1.0,1.0
BRKGA-R-LS,n0500_i01,4,500,low,0.24973365569034786,0.5027943872821045,-0.25306073159175657,ga_win,False,False,,,,,True,True,0.005783700034953654,0.002152700093574822,1.0,1.0
BRKGA-R-LS,n0500_i01,5,500,low,0.15963382448190266,0.5027943872821045,-0.3431605628002018,ga_win,False,False,,,,,True,True,0.00583320006262511,0.002223700052127242,1.0,1.0
BRKGA-R-LS,n0500_i02,1,500,medium,0.184226984870765,0.7829286709151869,-0.5987016860444219,ga_win,False,False,,,,,True,True,0.005695999949239194,0.00199559994507581,1.0,1.0
BRKGA-R-LS,n0500_i02,2,500,medium,0.1964702407587296,0.782361867054014,-0.5858916262952845,ga_win,False,False,,,,,True,True,0.005680500064045191,0.002039400045759976,1.0,1.0
BRKGA-R-LS,n0500_i02,3,500,medium,0.2706478545998185,0.782361867054014,-0.5117140124541955,ga_win,False,False,,,,,True,True,0.005766300018876791,0.002036200021393597,1.0,1.0
BRKGA-R-LS,n0500_i02,4,500,medium,0.1838530867387607,0.7826485929905735,-0.5987955062518129,ga_win,False,False,,,,,True,True,0.005651899962686002,0.0020046000136062503,1.0,1.0
BRKGA-R-LS,n0500_i02,5,500,medium,0.20075435427383653,0.782361867054014,-0.5816075127801774,ga_win,False,False,,,,,True,True,0.0056885998928919435,0.0019910000264644623,1.0,1.0
BRKGA-R-LS,n0500_i03,1,500,high,0.4417017422550169,1.609775856618465,-1.168074114363448,ga_win,False,False,,,,,True,False,14.768813599948771,,23310.0,
BRKGA-R-LS,n0500_i03,2,500,high,0.4028054136210623,1.609775856618465,-1.2069704429974026,ga_win,False,False,,,,,True,False,12.91004550002981,,20522.0,
BRKGA-R-LS,n0500_i03,3,500,high,0.36738294734202315,1.6096295242450922,-1.242246576903069,ga_win,False,False,,,,,True,False,17.855232600006275,,28820.0,
BRKGA-R-LS,n0500_i03,4,500,high,0.37535041659224133,1.6096295242450922,-1.234279107652851,ga_win,False,False,,,,,True,False,12.560549000045285,,20381.0,
BRKGA-R-LS,n0500_i03,5,500,high,0.4014651579185992,1.6096295242450922,-1.208164366326493,ga_win,False,False,,,,,True,False,15.981619499973021,,25375.0,
BRKGA-R-LS,n0500_i04,1,500,medium,0.08816911789327603,0.5257862186320589,-0.43761710073878285,ga_win,True,False,141.3504541000584,,183522.0,,True,True,0.005731099983677268,0.0021246999967843294,1.0,1.0
BRKGA-R-LS,n0500_i04,2,500,medium,0.13968574203391868,0.5257862186320589,-0.3861004765981402,ga_win,False,False,,,,,True,True,0.005870399996638298,0.0020601999713107944,1.0,1.0
BRKGA-R-LS,n0500_i04,3,500,medium,0.15514159512430095,0.5257862186320589,-0.37064462350775795,ga_win,False,False,,,,,True,True,0.005692399921827018,0.0020401000510901213,1.0,1.0
BRKGA-R-LS,n0500_i04,4,500,medium,0.15172832210159426,0.5257862186320589,-0.3740578965304646,ga_win,False,False,,,,,True,True,0.005785299930721521,0.002092299982905388,1.0,1.0
BRKGA-R-LS,n0500_i04,5,500,medium,0.173052091320243,0.5257862186320589,-0.35273412731181586,ga_win,False,False,,,,,True,True,0.005661400035023689,0.002097100019454956,1.0,1.0
BRKGA-R-LS,n0500_i05,1,500,low,0.12175902420260075,0.48672280439387644,-0.3649637801912757,ga_win,False,False,,,,,True,True,0.005688200006261468,0.002003000001423061,1.0,1.0
BRKGA-R-LS,n0500_i05,2,500,low,0.1541556062475575,0.48672280439387644,-0.33256719814631897,ga_win,False,False,,,,,True,True,0.00562109996099025,0.0020109000615775585,1.0,1.0
BRKGA-R-LS,n0500_i05,3,500,low,0.11849598466170463,0.48683326941928673,-0.3683372847575821,ga_win,False,False,,,,,True,True,0.0057978000259026885,0.0020804000087082386,1.0,1.0
BRKGA-R-LS,n0500_i05,4,500,low,0.17541706567393195,0.48683326941928673,-0.3114162037453548,ga_win,False,False,,,,,True,True,0.005716900108382106,0.002034400007687509,1.0,1.0
BRKGA-R-LS,n0500_i05,5,500,low,0.1585594242826284,0.48683326941928673,-0.32827384513665836,ga_win,False,False,,,,,True,True,0.005647500045597553,0.0020762000931426883,1.0,1.0
BRKGA-R-LS,n0500_i06,1,500,high,0.22985973560685646,0.7715249347567447,-0.5416651991498882,ga_win,False,False,,,,,True,True,0.005595700000412762,0.002051300019957125,1.0,1.0
