scheduler_name,config,config_id,average_rpd,average_makespan,average_execution_time_s,average_solution_count
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",53,0.5280606463918235,406.0631798693986,14.171829329596626,84184.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",94,0.5321726875554977,406.30173809441635,12.626316097047594,103793.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",104,0.5344807399385592,406.5184070304497,19.4664499229855,103793.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",18,0.535495217824445,405.8269452728398,9.233572642008463,100988.88888888889
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",89,0.5402514733615116,406.12083166636194,10.143948157628378,97429.11111111111
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",34,0.5413089853557196,406.204383350557,8.8066353003184,94856.66666666667
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",82,0.542442856581134,406.1600958051053,19.911865605248344,104930.0
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",76,0.5453427437165049,406.2833410877782,10.806611935297648,103793.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",75,0.5524380693860497,406.2359797286092,9.898817221323648,90931.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",36,0.5545521687343435,406.4282765940581,8.725139379501343,94856.66666666667
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",106,0.5547958226604769,406.48146884150515,19.47857846154107,103793.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",98,0.5565620480780683,406.29848090427095,19.498300499386257,103793.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",105,0.5581752532168578,406.5928706421099,18.62715729077657,90931.0
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",84,0.5626033202250496,406.3305738009343,19.666800022125244,103793.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",57,0.5646347893070366,406.29951989435693,19.7722065448761,97008.11111111111
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",92,0.5663579036606664,406.29216407026223,10.863819546169704,103793.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",81,0.5725973703318956,406.41233267559045,17.353985203637016,91377.22222222222
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",65,0.5741247771630489,406.3117678830541,12.199012756347656,107284.66666666667
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",39,0.577327924672837,406.18522008957126,7.870734108818902,84184.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",56,0.5787371765817135,406.12502539720873,19.82015371322632,105110.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",25,0.5823088902471496,406.4289375300453,14.196957932578194,84184.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",6,0.5839130300860902,406.2356584893493,15.034028397666084,96576.66666666667
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",74,0.5854275207468487,406.22583332048407,10.88632067044576,103793.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",5,0.5897529895156427,406.46076373627966,8.051980045106676,87177.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",8,0.5978943373304522,406.47988692085517,9.654784229066637,102584.44444444444
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",30,0.5985107302588961,406.5744451827606,8.74040683110555,94856.66666666667
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",77,0.6017809278113524,406.60333337949737,10.036354780197144,90931.0
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",60,0.605190521274316,406.1577708490079,11.746673610475328,111297.77777777778
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",83,0.606893094161843,406.54579614340065,18.246858649783665,90931.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",41,0.6132553363932257,406.18911186697966,7.820890320671929,84184.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",101,0.615189459035176,406.1332342942192,18.122895505693222,90931.0
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",97,0.6181380339136203,406.4184275170751,17.650243785646225,90931.0
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",78,0.6234538048033094,406.3988349042763,10.798117266760933,103793.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",54,0.6305569910969566,406.3935661755626,15.599986950556437,94856.66666666667
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",108,0.6306471311746934,406.2829626120359,19.647387239668106,103793.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",107,0.6360930085428136,406.4805014235965,17.837167819341023,90931.0
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",99,0.6374796810251588,406.9109116646652,17.93296437793308,90931.0
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",58,0.639159097079014,406.3838628575179,20.585426780912613,107946.66666666667
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",90,0.6407608381539344,406.68461358790023,10.97527003288269,103866.66666666667
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",19,0.6443161037448261,406.25255826207905,7.939377228418986,84184.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.96}",38,0.6495094671647369,406.514656917561,8.618287907706367,94856.66666666667
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",40,0.6580996739903792,406.26427148333477,8.8044642607371,94856.66666666667
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.96}",96,0.6692666360113413,406.1646100397135,19.15155726008945,103830.0
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 0.5, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",61,0.6777885602098982,406.92330704488813,9.8610503938463,90931.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",21,0.6805514317778054,406.36768233784437,13.913797749413384,84184.33333333333
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",93,0.7079509360998161,406.29129949853467,9.853922155168322,90931.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",33,0.7496344719788408,406.4199786656868,8.044457700517443,84184.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.96}",22,0.7574754106679458,406.74761704457353,15.62028357717726,94856.66666666667
HPSO,"{'num_particles': 100, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",95,0.795661385340522,406.69559907168536,17.56742721133762,90931.0
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 2.0, 'environmental_impact_coefficient': 1, 'cooling_rate': 0.9}",51,0.8282379776442441,406.73884319501957,14.113467242982653,84184.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 2.0, 'personal_impact_coefficient': 1, 'environmental_impact_coefficient': 0.5, 'cooling_rate': 0.9}",43,0.8348142614223539,407.1322366894078,7.963200675116645,84184.33333333333
HPSO,"{'num_particles': 50, 'stubbornness_coefficient': 1, 'personal_impact_coefficient': 0.5, 'environmental_impact_coefficient': 2.0, 'cooling_rate': 0.9}",23,0.8701297800874773,406.986221246067,14.137572791841295,84184.33333333333
